row_id,Facility Name,Address,City,Postal Code,Phone,Province,Country,Company Name / Name of operators,Number of rental units,Number of rental units in private residence for seniors,Type of residence,Year of opening,Date of possession,Updated on,Member of an association,Certification Date of issue,Offered services,Complete residence information,facility_type
Canada-QC-18-AssistedLiving(Assoc)-output-1754,Le Sélection Deux-Montagnes (7305),"10, 8e avenue",Deux-Montagnes,J7R 3J4,450-323-1919,QC,Canada,SOCIÉTÉ EN COMMANDITE RÉSIDENCE DEUX-MONTAGNES,235,200,Résidence à but lucratif,2017,6/1/2017,5/12/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec,5/15/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7305,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1755,Résidence Lilo (7306),"105, boulevard Don Quichotte",L'Île-Perrot,J7V 6X2,514-646-8008,QC,Canada,Société en commandite Lilo,310,310,Résidence à but lucratif,2017,5/1/2017,8/9/2017,RQRA- Regroupement québecois des résidences pour aînés,5/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7306,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1756,Les Conifères (7307),"105, rue des Conifères",Gatineau,J9A 3V4,819-210-2787,QC,Canada,Biotope Investissements,10,10,Résidence à but lucratif,2017,4/1/2017,7/4/2017,Aucune,6/1/2017,Repas; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7307,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1757,Les résidences de L'Achigan (7308),"74, Docteur Wilfrid-Locat",Saint-Roch-de-l'Achigan,J0K 3H0,450-591-0770,QC,Canada,Les Résidences de L'Achigan,28,28,Organisme à but non lucratif (OBNL ou OSBL),2017,7/20/2017,8/18/2017,Aucune,7/20/2017,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7308,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1758,La Résidence de l'Espérance (7309),"151, chemin de la Berge",Shawinigan,G9P 1B6,819-537-3916,QC,Canada,Davey Susanna,5,2,Résidence à but lucratif,2017,4/25/2017,5/19/2017,Aucune,5/18/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7309,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1759,Foyer Valiquette (730),"1534, rue Valiquette",Montréal,H4H 2E7,514-768-0739,QC,Canada,Foyer Valiquette; Boodram DianSixta Jinori,9,9,Résidence à but lucratif,2007,5/1/2007,8/11/2014,Aucune,8/6/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=730,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1760,Résidence Le Voilier Blanc Phase 2 (7310),"249, 1re rue",Saint-Paul-de-l'Île-aux-Noix,J0J 1G0,450-291-5111,QC,Canada,"Brassard, Manon",24,24,Résidence à but lucratif,2017,6/15/2017,8/8/2017,Aucune,6/30/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7310,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1761,Les Communautés de Retraités Massawippi (7311),"1515, rue Pleasant View",Sherbrooke,J1M 0C6,819-569-0546,QC,Canada,Les Communautés de retraités Massawippi,120,120,Organisme à but non lucratif (OBNL ou OSBL),2017,7/8/2017,7/31/2017,RQRA- Regroupement québecois des résidences pour aînés,7/8/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7311,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1762,Résidence le Béli inc. (7313),"160, rue Adrien-Bélisle",Saint-Tite,G0X 3H0,418-365-4391,QC,Canada,Résidence le Béli inc.,105,105,Résidence à but lucratif,2017,6/20/2017,8/29/2017,Aucune,6/20/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7313,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1763,Le Sélection Vaudreuil (7315),"3041, boulevard de la Gare",Vaudreuil-Dorion,J7V 0L5,450-319-1919,QC,Canada,Société en commandite Résidence Vaudreuil,198,198,Résidence à but lucratif,2017,7/1/2017,8/10/2017,RQRA- Regroupement québecois des résidences pour aînés,6/29/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7315,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1764,Chartwell Le Prescott résidence pour retraités (7316),"1335, rue Émile-Bouchard",Vaudreuil-Dorion,J7V 0Y2,450-510-5883,QC,Canada,Chartwell Master Care LP,324,324,Résidence à but lucratif,2017,6/27/2017,7/27/2017,RQRA- Regroupement québecois des résidences pour aînés,6/27/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7316,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1765,La Villa des Buissonnets (7317),"218, rue des Ursulines",Gaspé,G4X 1J6,418-368-6644,QC,Canada,Office d'habitation de Gaspé,62,62,Organisme à but non lucratif (OBNL ou OSBL),2017,7/1/2017,8/24/2017,Réseau des offices municipaux díhabitation du Québec,7/1/2017,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7317,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1766,Résidence Bel-Lyne (7318),"1887, rue Capitol",Laval,H7M 2H7,450-668-6183,QC,Canada,Belmon Jean-Briss,3,3,Résidence à but lucratif,2017,1/31/2016,7/14/2017,RLCPPA,8/28/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7318,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1767,Villa Saint-Maurice (7320),"381, rue Houle",Thetford Mines,G6G 5W2,418-755-0787,QC,Canada,Villa Saint-Maurice,30,30,Organisme à but non lucratif (OBNL ou OSBL),2013,7/1/2013,9/8/2017,RQOH-Réseau québécois des osbl díhabitation,9/8/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7320,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1768,Château Belly S.E.N.C. (732),"34, rue Laurier Ouest",Victoriaville,G6P 6P3,819-357-2512,QC,Canada,Château Belly S.E.N.C.,20,20,Résidence à but lucratif,1999,12/18/1998,9/30/2016,Programme Qualité Logi-être,5/2/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=732,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1769,Havre Saint-Maurice inc. (737),"1550, rue Thomas-Caron",Saint-Maurice,G0X 2X0,819-693-7779,QC,Canada,Havre Saint-Maurice inc.,18,18,Résidence à but lucratif,1992,3/1/2017,5/11/2017,RQRA- Regroupement québecois des résidences pour aînés,2/27/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=737,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1770,Les Résidences du Manoir Sainte-Adèle inc. (73),"201, rue Lesage",Sainte-Adèle,J8B 2R4,450-229-4611,QC,Canada,Gestion des manoirs L.P. inc,75,75,Résidence à but lucratif,1955,1/1/1995,5/3/2016,RQRA- Regroupement québecois des résidences pour aînés,9/24/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=73,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1771,La Résidence familiale M Grenier inc. (755),"934, avenue Granada",Rouyn-Noranda,J9Y 1G9,819-762-3030,QC,Canada,La Résidence familiale M Grenier inc.,19,19,Résidence à but lucratif,2003,1/10/2003,6/23/2016,Aucune,1/21/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=755,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1772,Édifice Le Bel Âge (756),"400, boul. Rideau",Rouyn-Noranda,J9X 6Z3,819-764-6565,QC,Canada,9002-9620 QUÉBEC INC.,51,51,Résidence à but lucratif,1994,12/1/2012,5/31/2017,RQRA- Regroupement québecois des résidences pour aînés,7/18/2017,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=756,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1773,Résidence l'Amitié Saraguay (1974) inc. (760),"9167, boulevard Gouin Ouest",Montréal,H4K 2E2,514-336-3180,QC,Canada,Résidence l'Amitié Saraguay (1974) Inc.,241,241,Organisme à but non lucratif (OBNL ou OSBL),1974,5/1/1974,8/21/2017,Aucune,6/23/2017,Repas; Assistance personnelle; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=760,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1774,Les Résidences Tournesol (761),"10229, avenue du Bois-de-Boulogne",Montréal,H4N 2W4,514-333-6930,QC,Canada,9071-6267 Québec Inc.,208,153,Résidence à but lucratif,1987,6/1/1987,8/21/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,9/1/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=761,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1775,Villa de l'Érable (768),"2100, rue Champoux",Plessisville,G6L 3R6,819-362-6926,QC,Canada,Gestion PFM inc.,81,81,Résidence à but lucratif,1989,1/26/1995,7/5/2017,Aucune,4/9/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=768,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1776,Résidence St-François (770),"572, rue Saint-François-Xavier",Trois-Rivières,G9A 1R4,819-372-0750,QC,Canada,Désaulniers Carole,10,10,Résidence à but lucratif,1991,3/22/1993,5/11/2017,Aucune,3/19/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=770,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1777,Résidence Sault-au-Récollet (771),"3295, boulevard Gouin Est",Montréal,H1H 5N6,514-323-0200,QC,Canada,9096-9064 Québec Inc.,251,251,Résidence à but lucratif,1976,1/1/1976,2/14/2017,RQRA- Regroupement québecois des résidences pour aînés,4/15/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=771,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1778,Résidence Bonne Entente (781),"3853, rue de la Fabrique",Saguenay,G7X 3P2,418-695-4128,QC,Canada,Monsieur Serge Bilodeau,22,22,Résidence à but lucratif,1988,1/9/1988,3/17/2017,Aucune,6/28/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=781,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1779,Villa Jonquière (782),"3978, boulevard Harvey",Saguenay,G8A 2J9,418-695-6161,QC,Canada,CSH-HCN Lessee (Jonquière) LP,199,199,Résidence à but lucratif,1991,1/7/1991,7/26/2017,RQRA- Regroupement québecois des résidences pour aînés,10/24/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=782,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1780,Résidence Phimo (783),"456, rue Willibrord",Montréal,H4G 2T6,514-766-2286,QC,Canada,Monique Kenol-Douyon,8,8,Résidence à but lucratif,1994,8/1/1994,9/5/2017,Aucune,4/28/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=783,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1781,Foyer Saint-Ambroise Inc. (787),"144, Brassard",Saint-Ambroise,G7P 2J1,418-672-1168,QC,Canada,Foyer Saint-Ambroise Inc.,24,24,Organisme à but non lucratif (OBNL ou OSBL),1995,1/1/1995,3/17/2017,RQRA- Regroupement québecois des résidences pour aînés; RQOH-Réseau québécois des osbl díhabitation,2/13/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=787,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1782,La Maison d'un Nouvel Élan (791),"1969, rue Price",Saguenay,G7X 5S2,418-695-6026,QC,Canada,La Maison d'un Nouvel Élan inc. (organisation),41,41,Organisme à but non lucratif (OBNL ou OSBL),1990,4/1/1990,7/14/2017,RQOH-Réseau québécois des osbl díhabitation; FROH,7/9/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=791,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1783,Domaine du Marquis (796),"2557, rue Saint-Dominique",Saguenay,G7X 0C7,418-695-6946,QC,Canada,Société en commandite Domaine du Marquis,62,62,Résidence à but lucratif,1995,1/7/1995,5/5/2017,Aucune,10/22/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=796,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1784,Résidence Louis-Hémon (797),"7085, rue Louis-Hémon",Montréal,H2E 2T6,514-722-4211,QC,Canada,Louis Hémon inc.,18,18,Résidence à but lucratif,1982,4/15/2006,8/28/2017,Aucune,3/30/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=797,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1785,Chartwell Résidence St-Pierre (803),"175, rue Notre-Dame",Rouyn-Noranda,J9X 3A2,819-762-0738,QC,Canada,Chartwell Master Care LP,117,117,Résidence à but lucratif,2004,1/1/1990,6/17/2016,RQRA- Regroupement québecois des résidences pour aînés,12/21/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=803,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1786,Résidence Bel-Humeur (804),"16, rue de l'Église Sud",Lorrainville,J0Z 2R0,819-625-2235,QC,Canada,9350-5717 Québec inc,15,15,Résidence à but lucratif,1984,12/1/2016,6/5/2017,Aucune,4/19/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=804,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1787,Résidence Marguerite d'Youville (805),"25, rue Notre-Dame-de-Lourdes",Ville-Marie,J9V 1X7,819-629-3666,QC,Canada,TABLE DE CONCERTATION LOCALE POUR PERSONNES AGÉES DU TÉMISCAMINGUE INC,32,30,Organisme à but non lucratif (OBNL ou OSBL),1997,1/6/2002,3/2/2017,RQOH-Réseau québécois des osbl díhabitation,5/27/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=805,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1788,Résidence Lucien-Gaudet (807),"29, rue Frère Moffet",Ville-Marie,J9V 1M4,819-629-2453,QC,Canada,TABLE DE CONCERTATION LOCALE POUR PERSONNES AGÉES DU TÉMISCAMINGUE INC,18,8,Organisme à but non lucratif (OBNL ou OSBL),1999,1/1/1999,6/20/2016,RQOH-Réseau québécois des osbl díhabitation,3/31/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=807,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1789,Pension Sainte-Famille (812),"3707, rue Cabot",Saguenay,G7X 1P5,418-547-8560,QC,Canada,Coop. de solidarité de services à domicile du Royaume du Saguenay,27,19,Organisme à but non lucratif (OBNL ou OSBL),1984,11/27/2013,7/25/2017,RQRA- Regroupement québecois des résidences pour aînés; RQOH-Réseau québécois des osbl díhabitation; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,9/30/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=812,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1790,Villa au Coeur des Saisons inc. (813),"2791, rue Berthier",Saguenay,G7S 2J9,418-548-1792,QC,Canada,Villa au Coeur des Saisons inc. (organisation),30,30,Résidence à but lucratif,1988,1/12/1988,3/20/2017,RQRA- Regroupement québecois des résidences pour aînés,11/3/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=813,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1791,Résidence St-Barnabé (814),"300, rue Manville Ouest",Asbestos,J1T 1G9,819-879-0444,QC,Canada,Vidéo La Pêche inc.,12,12,Résidence à but lucratif,2003,1/5/2003,4/26/2017,Aucune,11/3/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=814,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1792,Foyer Gagnon (816),"19, rue Paquin",Montréal,H9E 1G5,514-626-5082,QC,Canada,Sylvie Gagnon,8,8,Résidence à but lucratif,1999,7/1/1999,8/29/2017,Aucune,12/2/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=816,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1793,Maison Mailhot (817),"1182, rue Mailhot",Sherbrooke,J1G 2S7,819-822-1234,QC,Canada,"Boulianne, Sylvie",10,10,Résidence à but lucratif,2001,11/1/2001,11/2/2016,RQRA- Regroupement québecois des résidences pour aînés,11/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=817,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1794,La Résidence Le Saint-Joseph (825),"9845, avenue Papineau",Montréal,H2B 1Z9,514-850-5678,QC,Canada,Labelle Jean,48,48,Résidence à but lucratif,2001,5/1/2001,8/28/2017,RQRA- Regroupement québecois des résidences pour aînés,8/6/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=825,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1795,Résidence des Géraniums (826),"125, rue des Géraniums",Trois-Rivières,G8T 8C9,819-378-1929,QC,Canada,Entreprises Josée Raymond inc.,25,25,Résidence à but lucratif,1988,11/1/2004,9/7/2016,Aucune,2/28/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=826,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1796,Résidences du Confort (827),3311/3315 boulevard Gouin Est,Montréal,H1H 5M8,514-324-1814,QC,Canada,"Felsen, Hanna; Szalavetz Howa",145,145,Résidence à but lucratif,1974,12/1/2014,6/22/2017,RQRA- Regroupement québecois des résidences pour aînés,8/12/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=827,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1797,Résidences Cardinal-Roy inc. (830),"105, rue Cooke",Trois-Rivières,G8T 8Z5,819-601-0122,QC,Canada,Résidences Cardinal-Roy inc.,150,150,Résidence à but lucratif,1998,11/1/1998,4/24/2017,RQRA- Regroupement québecois des résidences pour aînés,7/22/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=830,Assisted Living
