Facility Name,Address,City,Postal Code,Phone,Province,Country,Company Name / Name of operators,Number of rental units,Number of rental units in private residence for seniors,Type of residence,Year of opening,Date of possession,Updated on,Member of an association,Certification Date of issue,Offered services,Complete residence information,facility_type
Résidence La Seigneurie Pavillon St-Joseph (7251),"2465, avenue Saint-Joseph",Saint-Hyacinthe,J2S 5L7,450-771-0205,QC,Canada,9101-7566 Québec inc.,21,21,Résidence à but lucratif,2016,6/1/2016,7/24/2017,Aucune,7/26/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7251,Assisted Living
Résidence Chantal Legault (7252),"423, Nantel",Labelle,J0T 1H0,819-686-5111,QC,Canada,Legault Chantal,4,4,Résidence à but lucratif,2016,7/1/2016,1/16/2017,Aucune,5/30/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7252,Assisted Living
Résidence Boréa (7253),"61, 54e avenue est",Blainville,J7C 2K6,450-508-8073,QC,Canada,société en commandite Boréa,307,307,Résidence à but lucratif,2016,7/1/2016,5/31/2017,RQRA- Regroupement québecois des résidences pour aînés,5/15/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7253,Assisted Living
Coopérative de solidarité d'habitations Le Mieux-Vivre (7254),"8150, boulevard Guillaume Couture",Lévis,G6V 6Y2,418-833-6652,QC,Canada,Coopérative de solidarité d'habitations Le Mieux-Vivre,89,89,Coopérative d'habitation,2016,10/1/2016,8/29/2017,Aucune,9/24/2016,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7254,Assisted Living
Coopérative de solidarité Havre du Petit Village (7255),"177, boulevard Lacombe",Repentigny,J5Z 0E9,450-721-2667,QC,Canada,Coopérative de solidarité Havre du Petit Village,99,97,Coopérative d'habitation,2016,8/1/2016,8/16/2017,Aucune,8/11/2017,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7255,Assisted Living
résidence Soleil sur la Bell (7256),"660, 8 eme Avenue",Senneterre,J0Y 2M0,819-737-2787,QC,Canada,"Chabot-Roy, Sylvie",6,6,Résidence à but lucratif,2016,5/2/2016,7/17/2017,Aucune,5/2/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7256,Assisted Living
Les Jardins du Manoir inc. (7257),"975, boulevard des Chutes",Québec,G1E 2E3,418-660-5959,QC,Canada,Les Jardins du Manoir inc.,49,49,Résidence à but lucratif,2016,3/1/2016,7/3/2017,Aucune,7/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7257,Assisted Living
Manoir Le Buckingham Inc. (7259),"625, rue Georges",Gatineau,J8L 2E1,819-281-5999,QC,Canada,Manoir Le Buckingham Inc.,143,143,Résidence à but lucratif,2016,6/1/2016,1/20/2017,RQRA- Regroupement québecois des résidences pour aînés,7/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7259,Assisted Living
Résidence pour personnes âgées Lavoie inc. (7261),"355, rue Lesage",Saint-Léonard-de-Portneuf,G0A 4A0,418-337-3700,QC,Canada,Lavoie Annie,8,8,Résidence à but lucratif,2016,4/4/2016,3/23/2017,Aucune,10/21/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7261,Assisted Living
Résidence l'Ange-Gardien (7263),"1016, rue des Pivoines",Mascouche,J7L 1H9,450-918-1324,QC,Canada,Dickinson Mario,5,5,Résidence à but lucratif,2016,9/1/2016,8/25/2017,Aucune,4/1/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7263,Assisted Living
Coopérative de solidarité en habitation La Seigneurie de Boucherville (7264),"810, rue Jean-Deslauriers",Boucherville,J4B 0L3,450-356-3100,QC,Canada,Coopérative de solidarité en habitation La Seigneurie de Boucherville,80,80,Coopérative d'habitation,2016,9/20/2016,8/3/2017,Coopératives díhabitation du Québec,9/20/2016,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7264,Assisted Living
Résidence Floréa (7265),"4800, rue d'Angora",Terrebonne,J6X 0H3,450-729-2020,QC,Canada,Société en commandite Floréa,346,346,Résidence à but lucratif,2016,12/1/2016,3/6/2017,RQRA- Regroupement québecois des résidences pour aînés,4/27/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7265,Assisted Living
Maison Louis-Joseph (7266),"22, rue Isabelle",Gatineau,J8Y 5G5,819-525-1474,QC,Canada,Guylaine Gauvreau,5,5,Résidence à but lucratif,2016,9/1/2016,6/12/2017,Aucune,9/1/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7266,Assisted Living
Oasis des peupliers (7268),"4921, rue des peupliers",La Doré,G8J 1E7,418-256-3851,QC,Canada,Saguenay Lac-St-Jean Réservations inc.,19,19,Résidence à but lucratif,2017,2/26/2017,5/8/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,2/26/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7268,Assisted Living
Les Jardins de Ramezay inc. - Phase 2 (7269),"326, rue de Ramezay",Sorel-Tracy,J3P 7P9,450-743-7337,QC,Canada,"Forcier, Chantal; 9255-5044 Québec In",50,50,Résidence à but lucratif,2011,5/1/2011,8/22/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,9/26/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7269,Assisted Living
Les Jardins de Ramezay inc. - Phase 3 (7270),"11, rue Larivière",Sorel-Tracy,J3P 4W2,450-773-7337,QC,Canada,Les Entreprises Martel-Forcier S.E.N.C.,38,20,Résidence à but lucratif,2016,6/1/2016,8/22/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,9/26/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7270,Assisted Living
Pavillon Chapleau inc. (7271),"185, rue Chapleau",Trois-Rivières,G8W 0L6,819-692-3032,QC,Canada,Pavillon Chapleau inc.,54,54,Résidence à but lucratif,2011,6/18/2012,5/11/2017,RQRA- Regroupement québecois des résidences pour aînés,6/20/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7271,Assisted Living
La Maison Julie Beaudet (7272),"361, 3eme Avenue-Est",Amos,J9T 1E8,819-732-5854,QC,Canada,"Beaudet, Julie",9,9,Résidence à but lucratif,2017,1/15/2017,8/30/2017,Aucune,1/15/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7272,Assisted Living
CITÉ LES TROIS R (7273),"850, avenue du Bourg",Saint-Jérôme,J7Z 0H5,450-504-4533,QC,Canada,CITÉ LES TROIS R,65,36,Organisme à but non lucratif (OBNL ou OSBL),2016,12/1/2016,12/21/2016,Aucune,11/28/2016,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7273,Assisted Living
La Mère Poule (7274),"30, rue Maillé",Chénéville,J0V 1E0,819-428-1529,QC,Canada,9344-5278 Québec inc.,9,9,Résidence à but lucratif,2016,10/31/2016,6/9/2017,Aucune,11/21/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7274,Assisted Living
Résidence St-Amour (7275),"77, rue des Frères Vachon",Gatineau,J8R 0H4,819-663-8764,QC,Canada,Tchagnao Alidou,6,6,Résidence à but lucratif,2016,12/1/2016,7/27/2017,Aucune,12/5/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7275,Assisted Living
Le Sélection de Rock Forest (7276),1111 rue du Haut-Bois Nord,Sherbrooke,J1N 1A4,819-933-3340,QC,Canada,Société en commandite Résidence RF,199,199,Résidence à but lucratif,2016,12/1/2016,3/9/2017,RQRA- Regroupement québecois des résidences pour aînés,12/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7276,Assisted Living
La résidence des Laurentides (7277),"30, rue Larocques est",Sainte-Agathe-des-Monts,J8C 1H8,819-774-1414,QC,Canada,RÉSIDENCE DES LAURENTIDES INC.,129,129,Résidence à but lucratif,2016,12/1/2016,4/3/2017,Aucune,5/15/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7277,Assisted Living
Pavillon Rigaud inc. (7280),"4335, boulevard Rigaud",Trois-Rivières,G8Y 0C6,819-375-3032,QC,Canada,Pavillon Rigaud inc.,70,70,Résidence à but lucratif,2016,7/9/2009,9/7/2017,RQRA- Regroupement québecois des résidences pour aînés,10/10/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7280,Assisted Living
Les Résidences du Manoir TR inc. (7281),"4355, boulevard Rigaud
4100, rue de Soulanges",Trois-Rivières,G8Y 0A7,819-374-3032,QC,Canada,Les Résidences du Manoir TR inc.,295,295,Résidence à but lucratif,2007,1/3/2009,8/16/2017,RQRA- Regroupement québecois des résidences pour aînés,10/10/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7281,Assisted Living
Pavillon Notre-Dame de St-Hyacinthe inc. (7282),"2395, rue Notre-Dame",Saint-Hyacinthe,J2S 2R1,450-250-2222,QC,Canada,Pavillon Notre-Dame de St-Hyacinthe inc.,51,8,Résidence à but lucratif,2016,12/1/2016,8/23/2017,Aucune,12/1/2016,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7282,Assisted Living
Résidence Nadia Bastien (7283),"5, rue Venne",Saint-Jacques,J0K 2R0,450-839-3268,QC,Canada,Bastien Nadia,7,7,Résidence à but lucratif,2016,12/1/2016,3/7/2017,Aucune,4/24/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7283,Assisted Living
Résidence La Rose de l'Île Inc. (7287),"486, rue Pierre-Boileau",Montréal,H9C 1V9,514-696-1887,QC,Canada,Mohammadi Fatma,4,4,Résidence à but lucratif,2017,8/1/2016,5/25/2017,RQRA- Regroupement québecois des résidences pour aînés,1/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7287,Assisted Living
Association des personnes en perte d'autonomie de Chibougamau Inc. (7288),"101, Avenue du Parc",Chibougamau,G8P 3A5,418-748-4411,QC,Canada,Association des personnes en perte d'autonomie de Chibougamau Inc.,13,13,Organisme à but non lucratif (OBNL ou OSBL),1995,1/8/1995,2/14/2017,RQOH-Réseau québécois des osbl díhabitation,12/21/2016,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7288,Assisted Living
Résidence des Bâtisseurs - Baie-Saint-Paul (7289),"115, rue Alfred-Morin",Baie-Saint-Paul,G3Z 2C2,418-802-0627,QC,Canada,Société en commandite Baie-Saint-Paul,180,180,Résidence à but lucratif,2017,8/15/2015,3/3/2017,Aucune,2/22/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7289,Assisted Living
Résidence Ékla (7292),"1200, rue Sauvé",Québec,G1W 0G2,418-204-2518,QC,Canada,Société en commandite Ékla,386,386,Résidence à but lucratif,2017,10/20/2015,8/31/2017,RQRA- Regroupement québecois des résidences pour aînés,7/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7292,Assisted Living
Résidence Fleuri-Bois inc. (7293),"2020 rue Thomas-Evans
Sherbrooke (Québec)",Sherbrooke,J1E 0M9,819-564-8782,QC,Canada,Résidence Fleuri-Bois inc.,90,65,Résidence à but lucratif,2017,3/22/2017,6/8/2017,Aucune,3/22/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7293,Assisted Living
Villa des Berges (7294),"3252, chemin des Patriotes",Saint-Ours,J0G 1P0,450-402-0530,QC,Canada,"Laberge, Julie",34,34,Résidence à but lucratif,2017,3/3/2017,8/2/2017,Aucune,3/3/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7294,Assisted Living
Maison des aînés Tapiskwan Obedjwan (7295),"4, rue Niplin",Obedjiwan,G0W 3B0,819-974-1889,QC,Canada,Maison des aînés,16,16,Habitation à loyer modique (HLM),2016,8/15/2016,4/6/2017,Aucune,11/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7295,Assisted Living
Résidence Les Jardins Fleuris Pavillon Pine (7296),"1696, rue Pine",Mascouche,J7L 2N2,450-918-4555,QC,Canada,9355-1604 Québec inc.,9,9,Résidence à but lucratif,2017,6/1/2017,7/27/2017,Aucune,7/9/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7296,Assisted Living
L&L Residence (7297),"5440, rue Légaré",Montréal,H3T 1Z4,514-344-5163,QC,Canada,Murraine Lucinda,5,5,Résidence à but lucratif,2016,5/1/2016,4/4/2017,Aucune,3/16/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7297,Assisted Living
Résidence Au coeur de Bellechasse inc. (7298),"2110, route Principale",Saint-Nérée-de-Bellechasse,G0R 3V0,418-243-3283,QC,Canada,La résidence au Coeur de Bellechassse inc.,13,13,Résidence à but lucratif,2017,4/1/2017,4/10/2017,Aucune,4/4/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7298,Assisted Living
Le Sélection Granby (7299),"35, rue St-Charles Sud",Granby,J2G 0B9,450-305-1919,QC,Canada,Société en commandite Résidence Granby,229,229,Résidence à but lucratif,2017,4/1/2017,7/6/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec,4/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7299,Assisted Living
Les Habitations Bordeleau (Phase VII) (7302),"150, Roméo-Gaudreault",Saint-Charles-Borromée,J6E 0W1,450-752-2660,QC,Canada,Construction Bernard Bordeleau Inc.,126,126,Résidence à but lucratif,2017,5/1/2017,7/25/2017,Aucune,6/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7302,Assisted Living
Château Bellevue Pont-Rouge (7303),"9, rue Saint-Christophe",Pont-Rouge,G3H 1K2,418-873-4545,QC,Canada,9341-4829 Québec inc.,184,184,Résidence à but lucratif,2017,7/1/2017,7/7/2017,RQRA- Regroupement québecois des résidences pour aînés,7/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7303,Assisted Living
Manoir Saint-Antonin (7304),"16, route de l'Église",Saint-Antonin,G0L 2J0,418-605-1829,QC,Canada,Manoir Saint-Antonin,30,30,Organisme à but non lucratif (OBNL ou OSBL),2017,4/18/2017,7/18/2017,RQOH-Réseau québécois des osbl díhabitation; Fédération des OSBL d'habitation du Bas-St-Laurent; Gaspésie et des Iles.,5/1/2017,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7304,Assisted Living
Le Sélection Deux-Montagnes (7305),"10, 8e avenue",Deux-Montagnes,J7R 3J4,450-323-1919,QC,Canada,SOCIÉTÉ EN COMMANDITE RÉSIDENCE DEUX-MONTAGNES,235,200,Résidence à but lucratif,2017,6/1/2017,5/12/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec,5/15/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7305,Assisted Living
Résidence Lilo (7306),"105, boulevard Don Quichotte",L'Île-Perrot,J7V 6X2,514-646-8008,QC,Canada,Société en commandite Lilo,310,310,Résidence à but lucratif,2017,5/1/2017,8/9/2017,RQRA- Regroupement québecois des résidences pour aînés,5/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7306,Assisted Living
Les Conifères (7307),"105, rue des Conifères",Gatineau,J9A 3V4,819-210-2787,QC,Canada,Biotope Investissements,10,10,Résidence à but lucratif,2017,4/1/2017,7/4/2017,Aucune,6/1/2017,Repas; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7307,Assisted Living
Les résidences de L'Achigan (7308),"74, Docteur Wilfrid-Locat",Saint-Roch-de-l'Achigan,J0K 3H0,450-591-0770,QC,Canada,Les Résidences de L'Achigan,28,28,Organisme à but non lucratif (OBNL ou OSBL),2017,7/20/2017,8/18/2017,Aucune,7/20/2017,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7308,Assisted Living
La Résidence de l'Espérance (7309),"151, chemin de la Berge",Shawinigan,G9P 1B6,819-537-3916,QC,Canada,Davey Susanna,5,2,Résidence à but lucratif,2017,4/25/2017,5/19/2017,Aucune,5/18/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7309,Assisted Living
Foyer Valiquette (730),"1534, rue Valiquette",Montréal,H4H 2E7,514-768-0739,QC,Canada,Foyer Valiquette; Boodram DianSixta Jinori,9,9,Résidence à but lucratif,2007,5/1/2007,8/11/2014,Aucune,8/6/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=730,Assisted Living
Résidence Le Voilier Blanc Phase 2 (7310),"249, 1re rue",Saint-Paul-de-l'Île-aux-Noix,J0J 1G0,450-291-5111,QC,Canada,"Brassard, Manon",24,24,Résidence à but lucratif,2017,6/15/2017,8/8/2017,Aucune,6/30/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7310,Assisted Living
Les Communautés de Retraités Massawippi (7311),"1515, rue Pleasant View",Sherbrooke,J1M 0C6,819-569-0546,QC,Canada,Les Communautés de retraités Massawippi,120,120,Organisme à but non lucratif (OBNL ou OSBL),2017,7/8/2017,7/31/2017,RQRA- Regroupement québecois des résidences pour aînés,7/8/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7311,Assisted Living
