row_id,Licence #,First Issue Date,Licensee Name,Address Line 1,Address Line 2,city,Postal Code,Province,Country,Contact Phone,Fax,Primary Contact,Website,Email,Services Available,Resident Capacity,Automatic Sprinklers in All Suites?,Number of Suites with Automatic Sprinklers,Sprinkler Locations,facility_type
Canada-ON-1-ON-AssistedLiving-output-666,N0092,2/14/2013,8063095 Canada Limited,71 Queen Street,,Picton,K0K 2T0,ON,Canada,+1 613-476-7527,+1 613-476-7527,N/A,,sarahdafoe@hotmail.com,"[False, False, False, False, False, False, True, True, False, False, False, False, False]",10,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-667,N0356,5/1/2014,Lifetimes Limited Partnership,3200 Dufferin Street,Unit 407,Toronto,M6A 3B2,ON,Canada,+1 705-687-3356,+1 705-687-5685,N/A,,,"[True, True, True, True, False, True, True, True, False, True, False, False, True]",70,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-668,T0240,5/29/2013,1376742 Ontario Inc,3838 Bloor Street W.,,Etobicoke,M9B 1L1,ON,Canada,+1 416-234-5973,N/A,Mrs. Oksana Mikouliak,http://www.elimsprings.ca,elimsprings.residence@gmail.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",32,Yes,14,Common Resident Areas,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-669,N0017,1/4/2013,Carveth Nursing Home Limited,375 James Street,,Gananoque,K7G 2Z1,ON,Canada,+1 613-382-4752,+1 613-382-8514,N/A,http://www.gibsonfamilyhealthcare.com,,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",40,Some,14,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-670,N0063,9/5/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-933-3887,+1 613-925-1294, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",250,Yes,207,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-671,S0224,5/1/2013,NLG Paris Inc.,2962 Carp Road,,Carp,K0A 1L0,ON,Canada,+1 519-442-5621,+1 519-442-3005,Mr. Kevin Pidgeon,http://www.queensviewrc.ca,kpidgeon@nauticallandsgroup.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",99,Yes,99,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-672,T0141,12/17/2015,Amica Mature Lifestyles Inc. / Style de Vie Amica Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 416-977-3177,+1 416-730-9277,Ms. Andrea Prashad,http://www.amica.ca,bayview@amica.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",165,Yes,140,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-673,S0135,2/14/2013,Unicare Inc.,8250 English Church Road,,Mount Hope,L0R 1W0,ON,Canada,+1 905-544-4668,+1 905-679-2819,N/A,,,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",31,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-674,N0405,12/1/2015,Carefor Health & Community Services,425 Cecelia Street,,Pembroke,K8A 1S7,ON,Canada,613-732-3949,+1 613-732-7114,Mr. Steve Perry,http://www.carefor.ca,infopembroke@carefor.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",30,Yes,30,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Gar",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-675,T0107,8/29/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 416-498-5588,+1 416-498-5014, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",97,Yes,71,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-676,S0393,12/17/2015,2405800 Ontario Limited,5807 Ferry Street,,Niagara Falls,L2G 1S8,ON,Canada,905-358-2500,+1 905-358-2502,Mr. Vince  Abate,http://www.emeraldresidence.ca,manager@emeraldresidence.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",120,Yes,106,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Par",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-677,N0072,8/22/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-271-0034,+1 613-271-0035, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",111,Yes,87,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-678,N0410,2/17/2016,City View Retirement Living LTD,151 Meadowlands Drive W.,,Ottawa,K2G 2S3,ON,Canada,613-317-2388,N/A,Mr. Gary Harper,http://www.cityviewretirement.com,gharper@cityviewretirement.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",372,Yes,186,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-679,N0050,8/15/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-432-9502,+1 613-432-9533, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",120,Some,44,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-680,N0416,3/15/2016,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,613-721-8809,+1 613-721-0127, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",125,Yes,104,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-681,N0134,12/17/2015,Amica Mature Lifestyles Inc. / Style de Vie Amica Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 613-728-9274,+1 613-728-9276,Ms. Andrea Prashad,http://www.amica.ca,westboro@amica.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",145,Yes,137,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-682,S0237,12/2/2013,The Royale Development LP,302 Town Centre Boulevard,Unit 200,Markham,L3R 0E8,ON,Canada,+1 905-309-0055,+1 905-309-0053,Ms. Catherine Saunders,http://http://siennaliving.ca/,JR.gauthier@siennaliving.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",85,Yes,70,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-683,S0249,3/18/2014,Zest Communities Inc.,391 Rymal Road  W.,,Hamilton,L9B 1V2,ON,Canada,905-388-9691,+1 905-388-9953,Ms. Magda Ferensowicz,http://www.retirementnaturally.com,mferensowicz@retirementnaturally.com,"[True, True, True, True, False, True, True, True, False, True, False, False, True]",115,Yes,102,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-684,T0421,3/31/2015,HCN-Revera Lessee (Stone Lodge) LP,55 Standish Court,8th floor,Mississauga,L5R 4B2,ON,Canada,+1 519-767-0880,+1 519-767-1690,Ms. Shana Bond,http://reveraliving.com/stonelodge,stonelodge@reveraliving.com,"[True, True, True, True, False, True, True, True, False, True, True, True, False]",113,Yes,99,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-685,T0490,12/13/2016,Origin Active Living Inc.,14 Parr Boulevard,Unit 3,Bolton,L7E 4H1,ON,Canada,+1 416-777-2911,+1 416-777-2888,N/A,,,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",200,Yes,168,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-686,N0187,3/6/2013,Eden Place Retirement And Wellness Home Inc.,38 Everett Street,,Belleville,K8P 3K2,ON,Canada,+1 613-968-8206,+1 613-968-8634,Ms. Julie Inglis,http://www.edenplacebelleville.ca,eden@cogeco.net,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",50,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-687,T0070,1/18/2013,Butternut Manor Uxbridge Inc.,3 Norm Goodspeed Drive,,Uxbridge,L9P 0B7,ON,Canada,+1 905-852-6777,+1 905-852-2399,Ms. Bonnie Barron,http://www.butternutmanor.com,admin@butternutmanor.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",92,Yes,63,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-688,S0388,9/30/2015,Better Life Retirement Residence Inc.,19 Richvalley Crescent,,Richmond Hill,L4E 4C8,ON,Canada,+1 289-820-8606,+1 289-820-7680,Mr. Samer Fashny,http://www.villaderose.ca,info@villaderose.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",103,Yes,95,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-689,T0280,9/1/2013,Main Street Residence (Unionville) Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,905-947-9990,+1 905-305-6810,N/A,http://amica.ca/unionville,,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",200,Yes,150,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-690,S0162,6/17/2013,Dundas Retirement Place Inc.,33 Main Street,,Dundas,L9H 2P7,ON,Canada,+1 905-628-0013,+1 905-628-0056,N/A,,,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",54,Some,10,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-691,T0116,2/6/2013,Guelph Rest Home Inc,2113 Gordon Street,,Guelph,N1L 1G7,ON,Canada,+1 519-822-2006,+1 519-822-1893,Mr. Walter Ellison,http://www.heritagehouseguelph.com,info@heritagehouseguelph.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",72,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-692,S0222,8/23/2013,Paris Nursing Home Limited,185 Grand River Street N.,,Paris,N3L 2N2,ON,Canada,+1 519-442-7140,+1 519-442-7156,N/A,,maria.toncic@rogers.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",40,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-693,S0384,10/28/2015,HCN-Revera Lessee (Birkdale) LP,"55 Standish Court, 8th Floor",,Mississauga,L5R 4B2,ON,Canada,+1 905-636-6300,+1 905-864-4609,Ms. Shana Bond,http://www.reveraliving.com/birkdaleplace,cindy.duplessis@reveraliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",104,Yes,104,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-694,S0416,12/31/2016,1252471 Ontario Limited,780 Eagle Drive,,Burlington,L7T 3A2,ON,Canada,+1 519-752-1714,+1 519-752-3591, Rina Jardine,http://www.parkviewbrantford.com,info@parkviewbrantford.com,"[True, False, False, False, False, False, True, True, False, False, False, False, True]",50,Yes,48,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-695,T0487,1/5/2017,Dre's Lodge Inc.,10 Empringham Drive,Unit 67,Scarborough,M1B 3T5,ON,Canada,+1 705-357-2300,+1 705-357-2900,N/A,http://www.victoriamanorresidence.com,,"[True, False, True, False, False, False, True, True, False, True, True, True, False]",29,No,0,"Dining Room, Common Resident Areas, Emergency Exits, Basement, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-696,S0421,2/2/2017,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-562-7357,+1 905-562-3051, Cheryl Clausen,http://www.theorchardsresidence.ca,dgibson@theorchardsresidence.ca,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",125,Yes,107,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-697,N0452,3/1/2017,Zlepnig Holdings Limited,2431 Bank Street,,Ottawa,K1V 8R9,ON,Canada,613-737-0812,N/A,Mr. Fred Zlepnig,http://www.waterfordretirement.com,info@waterfordretirement.com,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",140,Yes,124,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-698,S0418,2/1/2017,Brittany S.E. Vollmer,21 George Street,Unit Box 1312,Wingham,N0G 2W0,ON,Canada,+1 519-291-5027,+1 519-291-5027,N/A,,,"[True, True, True, True, False, True, True, True, False, True, True, False, True]",11,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-699,S0419,1/31/2017,Nine Mile Villa Inc.,469 Inglis Street,Unit Suite 24,Lucknow,N0G 2H0,ON,Canada,+1 519-528-5460,+1 519-812-1966,N/A,,ninemilevilla@hurontel.on.ca,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",22,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-700,N0454,3/1/2017,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 807-684-9878,+1 807-343-9300, Cheryl Clausen,http://http://qualityretirementliving.ca/hilldale-gardens,info@hilldalegardens.ca,"[True, True, True, False, False, False, True, True, False, True, False, False, True]",84,Yes,66,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-701,N0453,7/28/2017,2440536 Ontario Inc.,10 Four Seasons Place,Unit 500,Toronto,M9B 6H7,ON,Canada,1-844-600-5453,+1 1-877-573-1143,Mr. Q Dhalla,http://www.orilliaretirement.com,info@orilliaretirement.com,"[True, True, False, False, True, True, True, True, False, True, False, False, True]",116,Yes,100,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Garbag",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-702,N0455,4/3/2017,ASC (Eagleson) Facility Limited Partnership,175 Bloor Street East,Unit 601,Toronto,M4W 3R8,ON,Canada,613 878 0273,N/A,Mrs. Jackie Dusome,http://www.allseniorscare.com,jdusome@allseniorscare.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",71,Yes,71,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-703,S0425,2/28/2017,2344280 Ontario Inc.,7 Lyric Lane,,Toronto,M3B 2J4,ON,Canada,+1 519-652-9006,+1 519-652-2592,Mr. Rahul Kuckreja,http://www.ashwoodmanor.com,ashwood.manor.ltd@gmail.com,"[True, True, True, False, True, True, True, True, False, True, True, True, True]",72,Yes,72,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Garbage Room, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-704,N0457,5/1/2017,Riverstone Retirement (Stirling Park) LP,210 Gladstone Ave,Unit 2001,Ottawa,K2P 0Z9,ON,Canada,613-656-1450,N/A,Mr. Mike Traub,http://www.stirlingparkretirement.com,ashala@riverstoneretirement.ca,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",170,Yes,152,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Par",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-705,T0502,4/28/2017,A Better Way Retirement Home Corp.,34 Middleport Crescent,,Scarborough,M1B 4L1,ON,Canada,416 283 2111,N/A,N/A,,abetterwayretirementhome@gmail.com,"[True, False, False, True, False, False, True, True, False, True, False, False, True]",10,No,0,Boiler Room,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-706,S0423,4/1/2017,Maple City Retirement Inc.,7139 Apple Tree Lane,,Mississauga,L5W 1W5,ON,Canada,+1 519-354-7111,+1 519-351-5780,Ms. Dina Riad,http://www.verveseniorliving.com,gm.maplecity@verveseniorliving.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",48,Yes,48,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-707,S0409,4/4/2017,LL LP,300 Bay Street,Unit 1400,Toronto,M5H 2S8,ON,Canada,+1 519-627-0710,+1 519-627-4764,Mr. Michael Petersen,http://http://www.sydenhamresidence.com/,generalmanager@wallaceburgretirementresidence.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",92,Yes,69,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Emergency Exits, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-708,N0456,4/7/2017,2540469 Ontario Inc.,"132 Avonlough Road, RR2",,Belleville,K8N 4Z2,ON,Canada,+1 613-962-7333,+1 613-962-9906,N/A,,maplemanor@hotmail.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",61,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-709,S0427,6/15/2017,Devonshire Erin Mills Inc.,1295 Riverbend Road,Unit 300,London,N6K 0G2,ON,Canada,519-268-1818,N/A,Mrs. Dale Pineau,http://www.dorchesterterrace.sifton.com,denise.winger@dorchesterterrace.sifton.com,"[True, True, True, False, False, False, True, True, False, True, True, True, True]",110,Yes,94,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
