License Number,Legal Name,Short Name,Address,PO Box,Municipality,Postal Code,Country,Phone,Health Region,Territory CLSC,MRC,Circ. Provincial Election,Licensing Services,Fax,Dir. General,Chairman of the Board,Complaints and Quality of Service Commissioner,Status,Law,Incorpporation,Mission(s),Ministerial designation,Local authority,Funding method,facility_type
5122-9755,CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE VAUDREUIL-DORION,CPEJ DE VAUDREUIL-DORION,2555 rue Dutrisac,bureau: rc 24,Vaudreuil-Dorion (71083),J7V 7E6,Canada,(514) 453-2534,Montérégie (16),Vaudreuil-Soulanges (16311),Vaudreuil-Soulanges (710),Vaudreuil (169),CPEJ,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5149-6602,CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE PRÉFONTAINE,CPEJ PRÉFONTAINE,"600, rue Préfontaine",,Longueuil (58227),J4K 3V6,Canada,(450) 651-1700,Montérégie (16),Longueuil-Ouest (16211),Longueuil (580),Marie-Victorin (213),CPEJ,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5561-8300,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION BEAUREGARD,CPRJDA BEAUREGARD,"1251, rue Beauregard",,Longueuil (58227),J4K 2M3,Canada,(450) 679-1655,Montérégie (16),Longueuil-Ouest (16211),Longueuil (580),Marie-Victorin (213),CPEJ; CRJDA   59 Place(s) en internat - unité de vie,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-3112,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINT-HYACINTHE,CPRJDA DE SAINT-HYACINTHE,"1050, boulevard Casavant Ouest,",,Saint-Hyacinthe (54048),J2S 8B9,Canada,(450) 773-8411,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CPEJ; CRJDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5179-1812,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINT-JEAN-SUR-RICHELIEU,CPRJDA DE SAINT-JEAN-SUR-RICHELIEU,"145, boulevard Saint-Joseph, bureau 200-",,Saint-Jean-sur-Richelieu (56083),J3B 1W5,Canada,(450) 359-7525,Montérégie (16),Saint-Jean-sur-Richelieu - Saint-Luc (16122),Le Haut-Richelieu (560),Saint-Jean (189),CPEJ; CRJDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5393-9641,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION JACQUES-CARTIER,CPRJDA JACQUES-CARTIER,"301, rue Jacques-Cartier",,Salaberry-de-Valleyfield (70052),J6T 5H3,Canada,(450) 373-0281,Montérégie (16),Valleyfield-Beauharnois (16321),Beauharnois-Salaberry (700),Beauharnois (153),CPEJ; CRJDA   65 Place(s) en internat - unité de vie,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5977,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION SAINT-THOMAS,CPRJDA SAINT-THOMAS,"30, rue Saint-Thomas",,Salaberry-de-Valleyfield (70052),J6T 4J2,Canada,(450) 370-1318,Montérégie (16),Valleyfield-Beauharnois (16321),Beauharnois-Salaberry (700),Beauharnois (153),CPEJ; CRJDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4417,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LE VOILIER,CRJDA  LE VOILIER,"1355, avenue Larocque",,Saint-Hyacinthe (54048),J2S 8A6,Canada,(450) 679-0270,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CRJDA   9 Place(s) en internat - unité de vie,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-7461,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE CHAMBLY,CRJDA DE CHAMBLY,"1501, avenue de Salaberry",,Chambly (57005),J3L 4V8,Canada,(450) 658-0001,Montérégie (16),Chambly-Carignan-Marieville (16121),La Vallée-du-Richelieu (570),Chambly (193),CRJDA   157 Place(s) en internat - unité de vie,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-7479,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINT-HYACINTHE,CRJDA DE SAINT-HYACINTHE,"3000, avenue Pratte",,Saint-Hyacinthe (54048),J2S 4C7,Canada,(450) 773-8438,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CRJDA   65 Place(s) en internat - unité de vie,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-7453,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LIMOGES,CRJDA LIMOGES,"2010, rue Limoges",,Longueuil (58227),J4G 1C3,Canada,(450) 677-8991,Montérégie (16),Longueuil-Est (16212),Longueuil (580),Taillon (223),CRJDA   20 Place(s) en internat - unité de vie,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9821,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SOREL-TRACY,FOYER DE GROUPE POUR JDA DE SOREL-TRACY,"61, rue Morgan",,Sorel-Tracy (53052),J3P 3B6,Canada,(450) 743-1201,Montérégie (16),Bas Richelieu (16231),Pierre-De Saurel (530),Richelieu (253),CPEJ,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5258,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LE COLIBRI,FOYER DE GROUPE POUR JDA LE COLIBRI,"153, rue Saint-Philippe",,Salaberry-de-Valleyfield (70052),J6S 3H3,Canada,(450) 373-2290,Montérégie (16),Valleyfield-Beauharnois (16321),Beauharnois-Salaberry (700),Beauharnois (153),CRJDA   9 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5969,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'ÉQUIPÉE,FOYER DE GROUPE POUR JDA L'ÉQUIPÉE,"90, rue Louise",,Longueuil (58227),J4J 2S9,Canada,(450) 448-0790,Montérégie (16),Longueuil-Est (16212),Longueuil (580),Taillon (223),CRJDA   9 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5410-3262,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'ESCARGOT,FOYER DE GROUPE POUR JDA L'ESCARGOT,"7000, rue Louis-Hébert",,Longueuil (58227),J3Y 8E9,Canada,(450) 678-0407,Montérégie (16),Saint-Hubert (16112),Longueuil (580),Vachon (229),CRJDA   6 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-3146,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'EXPLORATEUR,FOYER DE GROUPE POUR JDA L'EXPLORATEUR,"459, rue Principale",,Saint-Basile-le-Grand (57020),J3N 1K5,Canada,(450) 653-8114,Montérégie (16),Saint-Bruno - Beloeil - Saint-Hilaire (16221),La Vallée-du-Richelieu (570),Chambly (193),CRJDA   7 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4425,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'ORCHIDÉE,FOYER DE GROUPE POUR JDA L'ORCHIDÉE,"2800, rue Morin",,Saint-Hyacinthe (54048),J2S 2H7,Canada,(450) 773-7990,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CRJDA   9 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-6164,GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE RICHELIEU-YAMASKA,GMFU RICHELIEU-YAMASKA,"1005, rue Gauthier",,Saint-Hyacinthe (54048),J2S 8T2,Canada,(000) 000-0000,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CHSGS    Groupe de médecine de famille universitaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9193,HÔPITAL HONORÉ-MERCIER,HÔPITAL HONORÉ-MERCIER,"2750, boulevard Laframboise",,Saint-Hyacinthe (54048),J2S 4Y8,Canada,(450) 771-3333,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),"CHSGS   208 Lit(s) de santé physique; CHSGS   35 Lit(s) de psychiatrie; CHSGS    Urgence; CHSGS    Consultations externes; CHSGS    Hôpital de jour, santé mentale; CHSGS    Centre de jour, santé mentale; CHSLD   30 Lit(s) d'hébergement permanent en santé mentale",(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9011,HÔPITAL PIERRE-BOUCHER,HÔPITAL PIERRE-BOUCHER,"1333, boulevard Jacques-Cartier Est",,Longueuil (58227),J4M 2A5,Canada,(450) 468-8111,Montérégie (16),Longueuil-Est (16212),Longueuil (580),Taillon (223),CHSGS   270 Lit(s) de santé physique; CHSGS   35 Lit(s) de gériatrie; CHSGS   35 Lit(s) de psychiatrie; CHSGS    Urgence; CHSGS    Consultations externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9102,HÔTEL-DIEU DE SOREL,HÔTEL-DIEU DE SOREL,"400, avenue de l'Hôtel-Dieu",,Sorel-Tracy (53052),J3P 1N5,Canada,(450) 746-6000,Montérégie (16),Bas Richelieu (16231),Pierre-De Saurel (530),Richelieu (253),CHSGS   124 Lit(s) de santé physique; CHSGS   20 Lit(s) de gériatrie; CHSGS   22 Lit(s) de psychiatrie; CHSGS    Urgence; CHSGS    Consultations externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4409,SERVICES EXTERNES POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE GRANBY,SERV. EXT. POUR JDA DE GRANBY,"30, rue Saint-Antoine Sud",,Granby (47017),J2G 6W3,Canada,(450) 770-4409,Estrie (05),Granby-Shefford-Bromont (05121),La Haute-Yamaska (470),Granby (133),CRJDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5422-7111,ATELIER DE GRANBY,ATELIER DE GRANBY,"740, boulevard Industriel",,Granby (47017),J2G 9J5,Canada,(450) 378-4669,Estrie (05),Granby-Shefford-Bromont (05121),La Haute-Yamaska (470),Granby (133),CRDI   40 Place(s) en atelier de travail,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-2197,ATELIER DE LONGUEUIL ET SERVICES EXTERNES,ATELIER DE LONGUEUIL ET SERVICES EXTERNES,"1219, rue Maisonneuve",,Longueuil (58227),J4K 2S7,Canada,(450) 677-0963,Montérégie (16),Longueuil-Ouest (16211),Longueuil (580),Marie-Victorin (213),CRDI   50 Place(s) en atelier de travail; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5556-7168,ATELIER ET CENTRE D'ACTIVITÉS DE JOUR DE BELOEIL,ATELIER ET CENTRE D'ACTIVITÉS DE JOUR DE BELOEIL,"35, rue Saint-Charles",,Beloeil (57040),J3G 4L2,Canada,(450) 467-0501,Montérégie (16),Saint-Bruno - Beloeil - Saint-Hilaire (16221),La Vallée-du-Richelieu (570),Borduas (243),CRDI   60 Place(s) en atelier de travail; CRDI   25 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5422-7129,ATELIER ET CENTRE D'ACTIVITÉS DE JOUR DE COWANSVILLE,ATELIER ET CENTRE D'ACTIVITÉS DE JOUR DE COWANSVILLE,"159, rue des Textiles",,Cowansville (46080),J2K 3P8,Canada,(450) 263-8383,Estrie (05),Cowansville-Farnham-Bedford (05111),Brome-Missisquoi (460),Brome-Missisquoi (129),CRDI   40 Place(s) en atelier de travail; CRDI   25 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9813,ATELIER ET CENTRE D'ACTIVITÉS DE JOUR DE FARNHAM,ATELIER ET CENTRE D'ACTIVITÉS DE JOUR DE FARNHAM,"1265, rue George-F.-Slack",,Farnham (46112),J2N 3G4,Canada,(450) 293-8145,Montérégie (16),Cowansville-Farnham-Bedford (05111),Brome-Missisquoi (460),Brome-Missisquoi (129),CRDI   40 Place(s) en atelier de travail; CRDI   25 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0605,ATELIER KATERI,ATELIER KATERI,"27, rue Goodfellow",,Delson (67025),J5B 1V2,Canada,(450) 635-4779,Montérégie (16),Saint-Constant - La Prairie (16342),Roussillon (670),La Prairie (183),CRDI   21 Place(s) en centre d'activités de jour; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5254-0457,ATELIER PSIS CHÂTEAUGUAY,ATELIER PSIS CHÂTEAUGUAY,"1200, boulevard Ford",,Châteauguay (67050),J6J 4Z2,Canada,(514) 698-0600,Montérégie (16),Châteauguay-Mercier (16341),Roussillon (670),Châteauguay (173),CRDI   31 Place(s) en centre d'activités de jour; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5254-0408,ATELIER PSIS VALLEYFIELD,ATELIER PSIS VALLEYFIELD,"310, rue Salaberry Ouest",,Salaberry-de-Valleyfield (70052),J6T 2J8,Canada,(514) 373-8444,Montérégie (16),Valleyfield-Beauharnois (16321),Beauharnois-Salaberry (700),Beauharnois (153),CRDI   18 Place(s) en atelier de travail; CRDI   51 Place(s) en centre d'activités de jour; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-7008,CENTRE D'ACTIVITES DE JOUR DE SAINT-HUBERT - MONTEE ST-HUBERT,CENTRE D'ACTIV. DE JOUR DE ST-HUBERT - MONTEE ST-HUBERT,"4660, montée Saint-Hubert",porte 103,Longueuil (58227),J3Y 1V1,Canada,(450) 462-5906,Montérégie (16),Saint-Hubert (16112),Longueuil (580),Vachon (229),CRDI   25 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0688,CENTRE D'ACTIVITÉS DE JOUR DE HENRYVILLE,CENTRE D'ACTIVITÉS DE JOUR DE HENRYVILLE,"122, rue Grégoire",,Henryville (56042),J0J 1E0,Canada,(000) 000-0000,Montérégie (16),Saint-Jean-sur-Richelieu - Saint-Luc (16122),Le Haut-Richelieu (560),Iberville (143),CRDI   14 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5126,CENTRE D'ACTIVITES DE JOUR DE LONGUEUIL - LYON,CENTRE D'ACTIVITES DE JOUR DE LONGUEUIL - LYON,"3069, rue de Lyon",,Longueuil (58227),J4L 3R8,Canada,(450) 670-2947,Montérégie (16),Longueuil-Ouest (16211),Longueuil (580),Marie-Victorin (213),CRDI   25 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0696,CENTRE D'ACTIVITÉS DE JOUR DE NAPIERVILLE,CENTRE D'ACTIVITÉS DE JOUR DE NAPIERVILLE,"169, rue Saint-Jacques",,Napierville (68030),J0J 1L0,Canada,(000) 000-0000,Montérégie (16),Les Jardins-de-Napierville (16343),Les Jardins-de-Napierville (680),Huntingdon (149),CRDI   19 Place(s) en atelier de travail; CRDI   14 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0704,CENTRE D'ACTIVITÉS DE JOUR DE SAINT-ALEXANDRE,CENTRE D'ACTIVITÉS DE JOUR DE SAINT-ALEXANDRE,"433-C, rue Saint-Denis",,Saint-Alexandre (56055),J0J 1S0,Canada,(000) 000-0000,Montérégie (16),Saint-Jean-sur-Richelieu - Saint-Luc (16122),Le Haut-Richelieu (560),Iberville (143),CRDI   13 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5167,CENTRE D'ACTIVITES DE JOUR DE SAINT-HUBERT - GRANDE-ALLEE,CENTRE D'ACTIVITES DE JOUR DE ST-HUBERT - GRANDE-ALLEE,"3255, Grande Allée",,Longueuil (58227),J4T 2S7,Canada,(450) 445-0401,Montérégie (16),Saint-Hubert (16112),Longueuil (580),Laporte (209),CRDI   25 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0670,CENTRE D'ACTIVITÉS DE JOUR DORCHESTER,CENTRE D'ACTIVITÉS DE JOUR DORCHESTER,"640, rue Dorchester",,Saint-Jean-sur-Richelieu (56083),J3B 5A4,Canada,(000) 000-0000,Montérégie (16),Saint-Jean-sur-Richelieu - Saint-Luc (16122),Le Haut-Richelieu (560),Saint-Jean (189),CRDI   38 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5458-3406,CENTRE D'HÉBERGEMENT DE VAUDREUIL-DORION,CENTRE D'HÉBERGEMENT DE VAUDREUIL-DORION,"408, avenue Saint-Charles",,Vaudreuil-Dorion (71083),J7V 7M9,Canada,(450) 455-6177,Montérégie (16),Vaudreuil-Soulanges (16311),Vaudreuil-Soulanges (710),Vaudreuil (169),CHSLD    Centre de jour; CHSLD   99 Lit(s) d'hébergement permanent; CHSLD   20 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9516,CENTRE D'HÉBERGEMENT ET CLSC DE CÔTEAU-DU-LAC,CENTRE D'HÉBERGEMENT ET CLSC DE CÔTEAU-DU-LAC,"341, chemin du Fleuve",,Coteau-du-Lac (71040),J0P 1B0,Canada,(450) 763-5951,Montérégie (16),Vaudreuil-Soulanges (16311),Vaudreuil-Soulanges (710),Soulanges (163),CHSLD    Centre de jour; CHSLD   74 Lit(s) d'hébergement permanent; CHSLD   1 Lit(s) d'hébergement temporaire; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-2494,CENTRE MONTÉRÉGIEN DE RÉADAPTATION - UNITÉ DE RÉADAPTATION FONCTIONNELLE INTENSIVE DE VAUDREUIL,CENTRE MONTÉRÉGIEN DE RÉADAPTATION - URFI VAUDREUIL,"408, avenue Saint-Charles",,Vaudreuil-Dorion (71083),J7V 7M9,Canada,(450) 455-6177,Montérégie (16),Vaudreuil-Soulanges (16311),Vaudreuil-Soulanges (710),Vaudreuil (169),CRDPM    Services externes; CRDPM   8 Lit(s) en unité de réadaptation fonctionnelle intensive,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-6950,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BOUCHERVILLE,CENTRE MULTI. SSS DE BOUCHERVILLE,"1335, rue Gay-Lussac",,Boucherville (58033),J4B 7K1,Canada,(450) 449-7031,Montérégie (16),Lajemmerais (16213),Longueuil (580),Montarville (233),CRDI   40 Place(s) en atelier de travail; CRDI   25 Place(s) en centre d'activités de jour; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5543-8535,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BROSSARD,CENTRE MULTI. SSS DE BROSSARD,"3530, rue Isabelle",,Brossard (58007),J4Y 2R3,Canada,(450) 444-5588,Montérégie (16),Brossard - Saint-Lambert (16111),Longueuil (580),La Pinière (203),CRDI   70 Place(s) en atelier de travail; CRDI   25 Place(s) en centre d'activités de jour; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5225,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANBY,CENTRE MULTI. SSS DE GRANBY,"290, rue Saint-Hubert",,Granby (47017),J2G 5N3,Canada,(450) 375-0437,Estrie (05),Granby-Shefford-Bromont (05121),La Haute-Yamaska (470),Granby (133),CRDI   50 Place(s) en atelier de travail; CRDI   50 Place(s) en centre d'activités de jour; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5894,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-HUBERT,CENTRE MULTI. SSS DE SAINT-HUBERT,"5980, chemin de Chambly",,Longueuil (58227),J3Y 6W9,Canada,(450) 445-2431,Montérégie (16),Saint-Hubert (16112),Longueuil (580),Vachon (229),CRDI   52 Place(s) en atelier de travail; CRDI   25 Place(s) en centre d'activités de jour; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5556-6897,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-HYACINTHE,CENTRE MULTI. SSS DE SAINT-HYACINTHE,"5605, avenue Trudeau, bureau 2",,Saint-Hyacinthe (54048),J2S 1H5,Canada,(450) 774-1541,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CRDI   50 Place(s) en atelier de travail; CRDI   25 Place(s) en centre d'activités de jour; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5556-7176,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX SOREL-TRACY,CENTRE MULTI. SSS DE SOREL-TRACY,"15, rue Albert",,Sorel-Tracy (53052),J3P 3T9,Canada,(450) 743-1213,Montérégie (16),Bas Richelieu (16231),Pierre-De Saurel (530),Richelieu (253),CRDI   50 Place(s) en atelier de travail; CRDI   30 Place(s) en centre d'activités de jour; CRDI    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
